director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,gods of egypt,Gerard ButlerElodie YungBryan BrownAction Adventure Fantasy
Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,stealth,Sam ShepardJoe MortonRichard RoxburghAction Adventure Sci-Fi Thriller
Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,watchmen,Matt FrewerBilly CrudupStephen McHattieAction Drama Mystery Sci-Fi
Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,lethal weapon 4,Jet LiRene RussoDarlene LoveAction Crime Thriller
Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,hulk,Kevin RankinRegi DavisCelia WestonAction Sci-Fi
Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation,Channing TatumDwayne JohnsonElodie YungAction Adventure Sci-Fi Thriller
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,Steve BuscemiMing-Na WenJean SimmonsAction Adventure Animation Fantasy Romance Sci-Fi
Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,captain america: the first avenger,Chris EvansDominic CooperHayley AtwellAction Adventure Sci-Fi
Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,the world is not enough,Colin SalmonMaria Grazia CucinottaDesmond LlewelynAction Adventure Thriller
Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,master and commander: the far side of the world,James D'ArcyLee InglebyDavid ThrelfallAction Adventure Drama History War
George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,happy feet 2,Robin WilliamsBrad PittCommonAnimation Comedy Family Musical
Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,the incredible hulk,Ty BurrellPeter MensahWilliam HurtAction Adventure Sci-Fi
unknown,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,miami vice            ,Don JohnsonPhilip Michael ThomasJohn DiehlAction Crime Drama Mystery Thriller
Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,the bfg,Mark RylancePenelope WiltonRafe SpallAdventure Family Fantasy
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,the revenant,Leonardo DiCaprioTom HardyLukas HaasAdventure Drama Thriller Western
David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,turbo,Ryan ReynoldsSnoop DoggBen SchwartzAdventure Animation Comedy Family Sport
Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,rango,Johnny DeppRay WinstoneStephen RootAdventure Animation Comedy Family Western
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,penguins of madagascar,Benedict CumberbatchAnnet MahendruAndy RichterAdventure Animation Comedy Family
Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,the bourne ultimatum,Matt DamonEdgar RamírezAlbert FinneyAction Mystery Thriller
Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,kung fu panda,Angelina Jolie PittWayne KnightDan FoglerAction Adventure Animation Comedy Family
Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,ant-man,Judy GreerHayley AtwellT.I.Action Adventure Comedy Sci-Fi
Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,the hunger games: catching fire,Jennifer LawrenceJosh HutchersonSandra Ellis LaffertyAdventure Sci-Fi Thriller
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,Robert PattinsonKristen StewartTaylor LautnerAdventure Drama Fantasy Romance
Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,war of the worlds,Tom CruiseLisa Ann WalterRick GonzalezAdventure Sci-Fi Thriller
Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,bad boys ii,Will SmithHenry RollinsJordi MollàAction Comedy Crime Thriller
Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,puss in boots,Salma HayekConstance MarieAmy SedarisAction Adventure Animation Comedy Family Fantasy
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,salt,Angelina Jolie PittAndre BraugherAugust DiehlAction Crime Mystery Thriller
Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,noah,Anthony HopkinsEmma WatsonLogan LermanAction Adventure Drama
Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,the adventures of tintin,Toby JonesMackenzie CrookTony CurranAction Adventure Family Mystery
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,Daniel RadcliffeGary OldmanRupert GrintAdventure Family Fantasy Mystery
Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,australia,Essie DavisBryan BrownEddie BarooAdventure Drama Romance War
M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,after earth,Will SmithZoë KravitzGlenn MorshowerAction Adventure Sci-Fi
Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,dinosaur,Alfre WoodardD.B. SweeneyDella ReeseAdventure Animation Family Thriller
Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,harry potter and the deathly hallows: part ii,Rupert GrintDave LegenoRalph InesonAction Fantasy
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,Robin WilliamsRami MalekSteve CooganAdventure Comedy Family Fantasy
Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,megamind,J.K. SimmonsBrad PittWill FerrellAction Animation Comedy Family Sci-Fi
Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,harry potter and the sorcerer's stone,Daniel RadcliffeFiona ShawVerne TroyerAdventure Family Fantasy
Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,r.i.p.d.,Ryan ReynoldsJeff BridgesStephanie SzostakAction Comedy Fantasy
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,Mark ChinneryShin'ya TsukamotoAtsuko MaedaAction Adventure Drama Horror Sci-Fi
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,Johnny DeppOrlando BloomJack DavenportAction Adventure Fantasy
Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,harry potter and the deathly hallows: part i,Rupert GrintToby JonesAlfred EnochFantasy
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,Jennifer LawrencePhilip Seymour HoffmanJosh HutchersonAdventure Sci-Fi Thriller
Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,the da vinci code,Tom HanksSeth GabelJürgen ProchnowMystery Thriller
Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,rio 2,Miguel FerrerRachel CrowJeffrey GarciaAdventure Animation Comedy Family Musical
Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,Hugh JackmanBruce DavisonAaron StanfordAction Adventure Fantasy Sci-Fi Thriller
Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,fast five,Paul WalkerVin DieselDwayne JohnsonAction Crime Thriller
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,Robert Downey Jr.Eddie MarsanPaul AndersonAction Adventure Crime Mystery Thriller
John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,the 13th warrior,Tony CurranVladimir KulichClive RussellAction Adventure History
Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,the bourne legacy,Jeremy RennerScott GlennStacy KeachAction Adventure Thriller
Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,batman & robin,Michael GoughVivica A. FoxJohn GloverAction
Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,how the grinch stole christmas,Clint HowardT.J. ThyneMolly ShannonComedy Family Fantasy
Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,the day after tomorrow,Jake GyllenhaalDennis QuaidSela WardAction Adventure Sci-Fi Thriller
John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,mission: impossible ii,Tom CruiseDougray ScottRichard RoxburghAction Adventure Thriller
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,the perfect storm,Karen AllenMary Elizabeth MastrantonioBob GuntonAction Adventure Drama Thriller
Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,Chris EvansIoan GruffuddAndre BraugherAction Adventure Sci-Fi Thriller
Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,life of pi,Suraj SharmaRafe SpallTabuAdventure Drama Fantasy
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,ghost rider,Nicolas CageMatt LongPeter FondaAction Fantasy Thriller
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,jason bourne,Matt DamonRiz AhmedAto EssandohAction Thriller
McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,charlie's angels: full throttle,Demi MooreBernie MacJustin TherouxAction Adventure Comedy Crime
Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,prometheus,Michael FassbenderCharlize TheronSean HarrisAdventure Mystery Sci-Fi
Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,stuart little 2,Nathan LaneBrad GarrettMelanie GriffithAdventure Animation Comedy Family Fantasy
Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,elysium,Matt DamonSharlto CopleyAlice BragaAction Drama Sci-Fi Thriller
David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,the chronicles of riddick,Vin DieselAlexa DavalosChristina CoxAction Adventure Sci-Fi Thriller
Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,speed racer,Scott PorterKick GurryNicholas EliaAction Family Sport
James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,how do you know,Shelley ConnDomenick LombardozziTeyonah ParrisComedy Drama Romance
James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,knight and day,Tom CruiseMarc BlucasJordi MollàAction Comedy Romance
Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Action Adventure Mystery Sci-Fi,oblivion,Morgan FreemanTom CruiseZoë BellAction Adventure Mystery Sci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,Natalie PortmanChristopher LeeHayden ChristensenAction Adventure Fantasy Sci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,Natalie PortmanChristopher LeeHayden ChristensenAction Adventure Fantasy Sci-Fi
Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,"monsters, inc.",Steve BuscemiJohn RatzenbergerJames CoburnAdventure Animation Comedy Family Fantasy
James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action Adventure Sci-Fi Thriller,the wolverine,Hugh JackmanTao OkamotoRila FukushimaAction Adventure Sci-Fi Thriller
George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,Natalie PortmanLiam NeesonIan McDiarmidAction Adventure Fantasy Sci-Fi
Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,Adventure Animation Comedy Family Fantasy,the croods,Ryan ReynoldsEmma StoneNicolas CageAdventure Animation Comedy Family Fantasy
Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,Adventure Comedy Family Fantasy,asterix at the olympic games,Alain DelonSantiago SeguraVanessa HesslerAdventure Comedy Family Fantasy
John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,Action Drama War,windtalkers,Nicolas CageRoger WillieNoah EmmerichAction Drama War
Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy,the huntsman: winter's war,Chris HemsworthSam ClaflinCharlize TheronAction Adventure Drama Fantasy
Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,Adventure Drama Sci-Fi Thriller,gravity,Phaldut SharmaBasher SavageAmy WarrenAdventure Drama Sci-Fi Thriller
Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,dante's peak,Jamie Renée SmithGrant HeslovTzi MaAction Adventure Thriller
Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,Stephen AmellNoel FisherBrad GarrettAction Adventure Comedy Sci-Fi
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy,night at the museum,Robin WilliamsRami MalekSteve CooganAction Adventure Comedy Family Fantasy
Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action Adventure Drama Thriller,san andreas,Dwayne JohnsonIoan GruffuddArchie PanjabiAction Adventure Drama Thriller
Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action Adventure Thriller,tomorrow never dies,Vincent SchiavelliColin SalmonJoe Don BakerAction Adventure Thriller
Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action Drama History War,the patriot,Heath LedgerAdam BaldwinTom WilkinsonAction Drama History War
Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,Crime Thriller,ocean's twelve,Brad PittJulia RobertsMini AndenCrime Thriller
Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action Comedy Crime Romance Thriller,mr. & mrs. smith,Brad PittAngelina Jolie PittStephanie MarchAction Comedy Crime Romance Thriller
Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,Adventure Sci-Fi Thriller,insurgent,Kate WinsletTheo JamesMekhi PhiferAdventure Sci-Fi Thriller
Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,Biography Drama,the aviator,Leonardo DiCaprioAdam ScottFrances ConroyBiography Drama
Rob Letterman,James Corden,Catherine Tate,Olly Alexander,Adventure Comedy Family Fantasy,gulliver's travels,James CordenCatherine TateOlly AlexanderAdventure Comedy Family Fantasy
Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Action Comedy Crime Sci-Fi Thriller,the green hornet,Christoph WaltzTom WilkinsonChad L. ColemanAction Comedy Crime Sci-Fi Thriller
unknown,George Peppard,Dirk Benedict,Dwight Schultz,Action Adventure Crime,the a-team            ,George PeppardDirk BenedictDwight SchultzAction Adventure Crime
Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,Action Drama Fantasy War,300: rise of an empire,Eva GreenSullivan StapletonPeter MensahAction Drama Fantasy War
Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Adventure Animation Comedy Family Fantasy,the smurfs,Mahadeo ShivrajTim GunnMadison McKinleyAdventure Animation Comedy Family Fantasy
Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,Animation Comedy Family Music Western,home on the range,Steve BuscemiRoseanne BarrG.W. BaileyAnimation Comedy Family Music Western
Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Action Adventure Mystery Sci-Fi Thriller,allegiant,Naomi WattsTheo JamesZoë KravitzAction Adventure Mystery Sci-Fi Thriller
Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Action Drama Sci-Fi Sport,real steel,Hugh JackmanTorey Michael AdkinsOlga FondaAction Drama Sci-Fi Sport
Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Adventure Animation Comedy Family Fantasy,the smurfs 2,Jacob TremblayNancy O'DellVanessa MatsuiAdventure Animation Comedy Family Fantasy
Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Action Crime Romance Thriller,speed 2: cruise control,Jason PatricTemuera MorrisonLois ChilesAction Crime Romance Thriller
Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,Action Sci-Fi,ender's game,Harrison FordMoises AriasAramis KnightAction Sci-Fi
Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Action Adventure Thriller,live free or die hard,Bruce WillisJonathan SadowskiCyril RaffaelliAction Adventure Thriller
Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy,the lord of the rings: the fellowship of the ring,Christopher LeeOrlando BloomBilly BoydAction Adventure Drama Fantasy
Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,Biography Drama Sport,ali,Will SmithJada Pinkett SmithJoe MortonBiography Drama Sport
Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Adventure Comedy Family Fantasy,the cat in the hat,Sean HayesKelly PrestonSpencer BreslinAdventure Comedy Family Fantasy
Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,Action Mystery Sci-Fi Thriller,"i, robot",Will SmithBruce GreenwoodChi McBrideAction Mystery Sci-Fi Thriller
Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Action Adventure Drama History War,kingdom of heaven,Liam NeesonOrlando BloomPhilip GlenisterAction Adventure Drama History War
Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Adventure Comedy Family Fantasy,stuart little,Chazz PalminteriNathan LaneJeffrey JonesAdventure Comedy Family Fantasy
Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Animation Family Fantasy Musical Romance,the princess and the frog,Oprah WinfreyJenifer LewisAnika Noni RoseAnimation Family Fantasy Musical Romance
Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,Adventure Drama Sci-Fi,the martian,Matt DamonDonald GloverBenedict WongAdventure Drama Sci-Fi
Christopher Barnard,Mathew Buck,unknown,unknown,Comedy,"10,000 b.c.            ",Mathew BuckunknownunknownComedy
Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,Comedy Romance,town & country,Del ZamoraWarren BeattyGarry ShandlingComedy Romance
Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Action Crime Thriller,gone in sixty seconds,Nicolas CageAngelina Jolie PittRobert DuvallAction Crime Thriller
Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Action Drama Romance,gladiator,Djimon HounsouConnie NielsenOliver ReedAction Drama Romance
